질문,실제원본정보,검색한정보
On what basis is the Achievement Memorial Scholarship awarded?,https://kau.ac.kr/web/pages/gc98903h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
On what basis are welfare scholarships for the disabled paid?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
On what basis are scholarships awarded to direct children of faculty and staff?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
In what cases is an honorary scholarship awarded?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
What are the criteria for awarding multicultural family support scholarships?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
On what basis are scholarships awarded for national examinations and professional qualification examinations?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc1021h.do
On what basis are special scholarships awarded for master's degree programs?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc51173h.do
On what basis are special scholarships awarded for doctoral programs?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
On what basis are TA and RA scholarships awarded?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
On what basis is the working assistant scholarship awarded?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
What are the criteria for awarding academic excellence scholarships to freshmen?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc78248h.do
What are the criteria for awarding scholarships for the highest grades?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc78248h.do
On what basis are scholarships linked to bachelor's and master's degrees awarded?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc51173h.do
What are the criteria for awarding master's/doctoral scholarships?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc51173h.do
On what basis are scholarships awarded to senior academic staff?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
On what basis are contracts and scholarships paid?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc81492h.do
On what basis are industry-academia-research scholarships awarded?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc3480h.do
On what basis is military consignment scholarship awarded?,https://kau.ac.kr/web/pages/gc98903h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What are the criteria for awarding scholarships to general graduate schools?,https://kau.ac.kr/web/pages/gc98903h.do,https://kau.ac.kr/web/pages/gc78248h.do
Who is awarded the National Excellence (Science and Engineering) Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What conditions must be met to receive a national scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive a national merit scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What conditions must be met to receive a scholarship for North Korean defectors?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc63682h.do
What conditions must be met to receive the Rural Hope Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Hyundai Motor Chung Mong-koo Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Alumni Association Scholarship Cultural Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Bonsol Kim Jong-han Scholarship Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Samsung Dream Class Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Stepping Stone Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Blue Lighthouse Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What conditions must be met to receive the DB Kim Jun-ki Cultural Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
What conditions must be met to receive the Moonju Scholarship Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the SeAH Haeam Academic Foundation Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Goyang Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Ilju Academic and Cultural Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Amiram Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Korea Bang Jeong-Hwan Foundation scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
86What conditions must be met to receive the Aviation Mechanical Alumni Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What conditions must be met to receive the KT Creative Innovation Future Creative Leader Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Aviation Department Alumni Association scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What conditions must be met to receive the Geumgang Hong Suntak Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive a business administration scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc9018h.do
What conditions must be met to receive the Asiana Port Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the American Alumni Association scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the 12th Non-teaching Faculty Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Samtohoe (our school's retired faculty association) scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Aerospace Research Institute Alumni Association Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What conditions must be met to receive the Hwajeon Central Church scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Gocheonju Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Nest Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Narae 4 Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What conditions must be met to receive the Jo Gyu-bon Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Lee Chang-seok Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Choi Kwang-don Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
What conditions must be met to receive the Democratic Alumni Scholarship?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc78248h.do
Who is eligible for payments other than the scholarships mentioned above?,https://kau.ac.kr/web/pages/gc32582h.do,https://kau.ac.kr/web/pages/gc81492h.do
What amenities are available in the student center?,https://kau.ac.kr/web/pages/gc17412h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What amenities are available in the student cafeteria?,https://kau.ac.kr/web/pages/gc17412h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What is the phone number of the convenience store in the student cafeteria?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What are the operating hours of Woori Bank in the student cafeteria?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
Where is Blue Port located in the student cafeteria?,https://kau.ac.kr/web/pages/gc17412h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What amenities are available in the engineering building?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What is the phone number of the convenience store on the first floor of Electronics Building?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc83710h.do
What amenities are available on the 3rd floor of the Mechanical Building?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What is the phone number of the convenience store on the 4th floor of the lecture building?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What amenities are available in the dormitory?,https://kau.ac.kr/web/pages/gc17412h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
Is there an emergency contact number in the research building?,https://kau.ac.kr/web/pages/gc17412h.do,http://college.kau.ac.kr/web/pages/gc83710h.do
In what areas is boarding available?,https://kau.ac.kr/web/pages/gc82522h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What is the housing type of the boarding house?,https://kau.ac.kr/web/pages/gc82522h.do,https://kau.ac.kr/web/pages/gc84448h.do
Can I stay in a boarding house in Sinchon? Which transportation should I use?,https://kau.ac.kr/web/pages/gc82522h.do,http://college.kau.ac.kr/web/pages/gc81027h.do
Can I stay in Haengsin or Hwajeong area? Which transportation should I use?,https://kau.ac.kr/web/pages/gc82522h.do,http://college.kau.ac.kr/web/pages/gc81027h.do
Can I stay in a boarding house in the Ilsan area? Which transportation should I use?,https://kau.ac.kr/web/pages/gc82522h.do,http://college.kau.ac.kr/web/pages/gc81027h.do
Can I stay at the Korea Scholarship Foundation Association Dormitory? Which transportation should I use?,https://kau.ac.kr/web/pages/gc82522h.do,http://college.kau.ac.kr/web/pages/gc81027h.do
What is the purpose of the student council?,https://kau.ac.kr/web/pages/gc51160h.do,https://kau.ac.kr/web/pages/gc6309h.do
What is the purpose of the club association?,https://kau.ac.kr/web/pages/gc59030h.do,http://college.kau.ac.kr/web/pages/gc9018h.do
Where is the Student Welfare Committee located?,https://kau.ac.kr/web/pages/gc221h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
How can I contact the Student Welfare Committee via Instagram DM?,https://kau.ac.kr/web/pages/gc221h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
How can I contact the Student Welfare Committee's Facebook Messenger & KakaoTalk Plus friends?,https://kau.ac.kr/web/pages/gc221h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What services are provided by the Student Welfare Committee?,https://kau.ac.kr/web/pages/gc221h.do,https://kau.ac.kr/web/pages/gc6309h.do
How can I charge my cell phone and rent an auxiliary battery?,https://kau.ac.kr/web/pages/gc221h.do,https://kau.ac.kr/web/pages/gc18564h.do
How can I rent an umbrella?,https://kau.ac.kr/web/pages/gc221h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What is on the list of other items rented by the Student Welfare Committee?,https://kau.ac.kr/web/pages/gc221h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
How can I use free printing and copying?,https://kau.ac.kr/web/pages/gc221h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
How can I make suggestions and request group purchases?,https://kau.ac.kr/web/pages/gc221h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
How can I use the Lost and Found business?,https://kau.ac.kr/web/pages/gc221h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
How can I use volunteer group management?,https://kau.ac.kr/web/pages/gc221h.do,https://kau.ac.kr/web/pages/gc18564h.do
What services does the sorority provide?,https://kau.ac.kr/web/pages/gc88949h.do,https://kau.ac.kr/web/pages/gc18564h.do
Where is the female student-only lounge located?,https://kau.ac.kr/web/pages/gc88949h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What facilities are available in the lounge?,https://kau.ac.kr/web/pages/gc88949h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What procedure should I go through to use a sleep bed?,https://kau.ac.kr/web/pages/gc88949h.do,https://kau.ac.kr/web/pages/gc1021h.do
What is the time to use in the lounge?,https://kau.ac.kr/web/pages/gc88949h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What items do you provide as a girl rental item?,https://kau.ac.kr/web/pages/gc88949h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What procedure should I go through to use rental items?,https://kau.ac.kr/web/pages/gc88949h.do,https://kau.ac.kr/web/pages/gc81492h.do
“Under what conditions should rental items be used?”,https://kau.ac.kr/web/pages/gc88949h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What is the purpose of establishing Hannarae Broadcasting Station?,https://kau.ac.kr/web/pages/gc98930h.do,http://college.kau.ac.kr/web/pages/gc71348h.do
What kind of activities does Aviation Newspaper do?,https://kau.ac.kr/web/pages/gc98930h.do,https://kau.ac.kr/web/pages/gc3480h.do
What is the purpose of establishing Falcon (English newspaper)?,https://kau.ac.kr/web/pages/gc98930h.do,https://kau.ac.kr/web/pages/gc3480h.do
What are the activities of Falcon (English newspaper)?,https://kau.ac.kr/web/pages/gc98930h.do,https://kau.ac.kr/web/pages/gc3480h.do
What services does the Medical Support Center provide?,https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
Where is the location and contact information for the medical support office?,https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What are the operating dates and times of the medical support room?,https://kau.ac.kr/web/pages/gc62234h.do,https://kau.ac.kr/web/pages/gc74039h.do
What facilities are provided by the medical support office?,https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What kind of medical support can I receive at the medical support office?,https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What health tests can be done at the medical support office?,https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
When and where is the stability room available?,https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc95911h.do
How can I rent a first aid kit?,https://kau.ac.kr/web/pages/gc62234h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
"How can I contact the medical support office?""",https://kau.ac.kr/web/pages/gc62234h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What is the location and contact information of the reserve battalion?,https://kau.ac.kr/web/pages/gc37548h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What is the operating policy of the reserve force battalion?,https://kau.ac.kr/web/pages/gc37548h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What is the target group of the reserve forces?,https://kau.ac.kr/web/pages/gc37548h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What is the reporting period and method for reserve military members?,https://kau.ac.kr/web/pages/gc37548h.do,https://kau.ac.kr/web/pages/gc86171h.do
How is reserve force education and training conducted?,https://kau.ac.kr/web/pages/gc37548h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
How do I select and apply for a training schedule?,https://kau.ac.kr/web/pages/gc37548h.do,https://kau.ac.kr/web/pages/gc45400h.do
Please tell us about the ROTC system.,https://kau.ac.kr/web/pages/gc37548h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
“What are the qualifications and required documents for applying to the school district?”,https://kau.ac.kr/web/pages/gc37548h.do,https://kau.ac.kr/web/pages/gc81492h.do
What is the founding philosophy of Korea Aerospace University?,https://kau.ac.kr/web/pages/gc3480h.do,https://kau.ac.kr/web/pages/gc3480h.do
What is the educational philosophy of Korea Aerospace University?,https://kau.ac.kr/web/pages/gc3480h.do,https://kau.ac.kr/web/pages/gc3480h.do
What is the educational purpose of Korea Aerospace University?,https://kau.ac.kr/web/pages/gc3480h.do,https://kau.ac.kr/web/pages/gc3480h.do
Please tell us about the history and development process of Korea Aerospace University.,https://kau.ac.kr/web/pages/gc3480h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What roles do Korea Aerospace University graduates play?,https://kau.ac.kr/web/pages/gc3480h.do,http://college.kau.ac.kr/web/pages/gc95228h.do
Who is the planning and public relations team at Korea Aerospace University?,https://kau.ac.kr/web/pages/gc3480h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
"How can I contact Korea Aerospace University's Planning and Public Relations Team?""",https://kau.ac.kr/web/pages/gc3480h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What is the founding spirit?,https://kau.ac.kr/web/pages/gc66045h.do,https://kau.ac.kr/web/pages/gc3480h.do
What does the educational philosophy include?,https://kau.ac.kr/web/pages/gc66045h.do,http://college.kau.ac.kr/web/pages/gc39611h.do
What is the purpose of education?,https://kau.ac.kr/web/pages/gc66045h.do,http://college.kau.ac.kr/web/pages/gc9018h.do
What do the educational goals include?,https://kau.ac.kr/web/pages/gc66045h.do,http://college.kau.ac.kr/web/pages/gc9018h.do
What do core competencies include?,https://kau.ac.kr/web/pages/gc66045h.do,http://college.kau.ac.kr/web/pages/gc9018h.do
Please provide the information of a person in charge who can inquire.,https://kau.ac.kr/web/pages/gc66045h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What is it about KAU’s educational innovations?,https://kau.ac.kr/web/pages/gc52782h.do,https://kau.ac.kr/web/pages/gc3480h.do
What efforts are you making to strengthen KAU’s research capabilities?,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
Please tell us how KAU is establishing a global brand.,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc40919h.do
Please tell us how KAU is creating win-win value with the local community.,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
What efforts is KAU making to achieve a sustainable university?,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What areas are included in KAU’s aerospace specialization?,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
Please tell us how KAU is nurturing future innovative talent in the aerospace field.,https://kau.ac.kr/web/pages/gc52782h.do,https://kau.ac.kr/web/pages/gc3480h.do
Please tell us how KAU is creating shared value in the future aerospace industry.,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
How can I contact KAU’s Planning and Public Relations Team?,https://kau.ac.kr/web/pages/gc52782h.do,http://college.kau.ac.kr/web/pages/gc61816h.do
"What events are happening on June 16, 2023?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What changed on May 15, 2023?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What changed on October 18, 2022?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What events are happening on June 16, 2022?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What changed on January 1, 2022?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What changed on December 31, 2021?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What changed on December 1, 2021?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What's happening on June 16, 2021?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What changed on March 1, 2021?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"What event took place on February 19, 2021?",https://kau.ac.kr/web/pages/gc66085h.do,https://kau.ac.kr/web/pages/gc74039h.do
"Among the university organizations, what types of university organizations are there?",https://kau.ac.kr/web/pages/gc53123h.do,http://college.kau.ac.kr/web/pages/gc81027h.do
What are included in the university regulations?,https://kau.ac.kr/web/pages/gc8314h.do,https://kau.ac.kr/web/pages/gc86720h.do
What are the colors of the 70th Anniversary UI?,https://kau.ac.kr/web/pages/gc60434h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What do the signatures and emblems of the 70th Anniversary UI look like?,https://kau.ac.kr/web/pages/gc60434h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
What does the symbol of Korea Aerospace University look like?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What is the difference between the basic emblem and the color usage type?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
What do the left-right and top-bottom combinations of the emblem look like?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
"What does the school color, ultramarine blue, mean?",https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc75909h.do
"What does the pine tree, a tree, mean?",https://kau.ac.kr/web/pages/gc60434h.do,https://kau.ac.kr/web/pages/gc3480h.do
"What does the dogma, Songolmae, mean?",https://kau.ac.kr/web/pages/gc60434h.do,https://www.kau.ac.kr/web/pages/gc13087b.do
"What does lilac, a flower, mean?",https://kau.ac.kr/web/pages/gc60434h.do,https://kau.ac.kr/web/pages/gc3480h.do
Who wrote the lyrics of Korea Aerospace University's school song?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
What does Korea Aerospace University’s word mark look like?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What does the logotype of Korea Aerospace University look like?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What does the signature of Korea Aerospace University look like?,https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What does the character of Korea Aerospace University look like?,https://kau.ac.kr/web/pages/gc60434h.do,https://kau.ac.kr/web/pages/gc3480h.do
"What do the characters ‘Mach’, ‘Mile’, and ‘Pete’ mean?”",https://kau.ac.kr/web/pages/gc60434h.do,http://college.kau.ac.kr/web/pages/gc29005h.do
What is the mission of Korea Aerospace University?,https://kau.ac.kr/web/pages/gc30058h.do,https://kau.ac.kr/web/pages/gc3480h.do
What fields does the curriculum at Korea Aerospace University include?,https://kau.ac.kr/web/pages/gc30058h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
In what fields is Korea Aerospace University becoming the world's only comprehensive university?,https://kau.ac.kr/web/pages/gc30058h.do,https://kau.ac.kr/web/pages/gc3480h.do
What future industries is Korea Aerospace University preparing for?,https://kau.ac.kr/web/pages/gc30058h.do,http://college.kau.ac.kr/web/pages/gc95228h.do
Who is the president of Korea Aerospace University?,https://kau.ac.kr/web/pages/gc30058h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
What educational background does the president of Korea Aerospace University have?,https://kau.ac.kr/web/pages/gc30058h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
What experience does the president of Korea Aerospace University have?,https://kau.ac.kr/web/pages/gc30058h.do,http://college.kau.ac.kr/web/pages/gc46927h.do
What kind of campus activities does the president of Korea Aerospace University engage in?,https://kau.ac.kr/web/pages/gc30058h.do,https://kau.ac.kr/web/pages/gc3480h.do
What are the major books written by the president of Korea Aerospace University?,https://kau.ac.kr/web/pages/gc30058h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
What was the term of office of Dr. Woong Kang as the 7th president?,https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 5th president, Dr. Yeo Jun-gu?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 3rd president, Dr. Hong Soon-gil?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc95911h.do
"What was the term of office of the second president, Dr. Oh-Hwa Park?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the first president, Dr. Hyungjae Lee?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 13th Dean, Dr. Hyangwook Kim?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 12th Dean, Professor Jaehwan Kim?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 10th dean, Dr. Manwoon Han?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 9th dean, Song Hee-cheol?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 5th dean, Seok-Hwan Kim?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 3rd dean, Mr. Nosu Kim?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the 2nd, 4th, 7th, and 8th Dean Song Hyo-kyung?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
"What was the term of office of the first principal, Kim Yun-gi?",https://kau.ac.kr/web/pages/gc36597h.do,http://college.kau.ac.kr/web/pages/gc40465h.do
